"Stanza_text","ST_Correct","Title","Author","Year","Copyrighted","Tipo de rima","Información métrica",
"En tanto ablanda, oh público severo,
y muéstrame la cara lisonjera;
esto le pido a Dios, y algún dinero,
mientras sigo en el mundo mi carrera;
y porque fatigarte más no quiero, 
caro lector, al otro canto espera,
el cual sin falta seguirá, se entiende,
si éste te gusta y la edición se vende.","octava_real","El diablo mundo","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"Bueno es el mundo, ¡bueno!, ¡bueno!, ¡bueno!
Como de Dios al fin obra maestra,
por todas partes de delicias lleno,
de que Dios al hombre hermosa muestra,
salga la voz alegre de mi seno
a celebrar esta vivienda nuestra;
¡paz a los hombres!, ¡gloria en las alturas!
¡Cantad en vuestra jaula, criaturas!","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"¿Por qué volvéis a la memoria mía,
tristes recuerdos del placer perdido,
a aumentar la ansiedad y la agonía
de este desierto corazón herido?
¡Ay!, que de aquellas horas de alegría, 
le quedó al corazón sólo un gemido
y el llanto que al dolor los ojos niegan,
¡lágrimas son de hiel que el alma anegan!","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"¿Dónde volaron, ¡ay!, aquellas horas
de juventud, de amor y de ventura, 
regaladas de músicas sonoras,
adornadas de luz y de hermosura?
Imágenes de oro bullidoras,
sus alas de carmín y nieve pura,
al sol de mi esperanza desplegado, 
pasaban, ¡ay!, a mi alrededor cantando.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"Gorjeaban los dulces ruiseñores,
el sol iluminaba mi alegría,
el aura susurraba entre las flores,
el bosque mansamente respondía, 
las fuentes murmuraban sus amores.
¡Ilusiones que llora el alma mía!,
¡oh!, ¡cuán süave resonó en mi oído
el bullicio del mundo y su ruïdo!","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"Mi vida entonces cual guerrera nave 
que el puerto deja por la vez primera,
y al soplo de los céfiros suave,
orgullosa despliega su bandera
y al mar dejando que a sus pies alabe
su triunfo en roncos cantos, va velera, 
una ola tras otra bramadora
hollando y dividiendo vencedora.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"¡Ay!, en el mar del mundo, en ansia ardiente
de mayor volaba, el sol de la mañana
llevaba yo sobre mi tersa frente, 
y el alma pura de su dicha ufana.
Dentro de ella el amor, cual rica fuente
que entre frescuras y arboledas mana,
brotaba entonces abundante río
de ilusiones y dulce desvarío.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"Yo amaba todo: un noble sentimiento
exaltaba mi ánimo, y sentía
en mi pecho un secreto movimiento,
de grandes hechos generoso guía.
La libertad con su inmortal aliento, 
santa diosa mi espíritu encendía,
contino imaginando en mi fe pura
sueños de gloria al mundo y de ventura.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"El puñal de Catón, la adusta frente
del noble Bruto, la constancia fiera 
y el arrojo de Scévola valiente,
la doctrina de Sócrates severa,
la voz atronadora y elocuente
del orador de Atenas la bandera
contra el tirano macedonio alzando, 
y al espantado pueblo arrebatando;","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"el valor y la fe de caballero,
del trovador el arpa y los cantares,
del gótico castillo, el altanero
antiguo torreón, do sus pesares 
cantó tal vez con eco lastimero,
¡ay!, arrancada de sus patrios lares,
joven cautiva, al rayo de la luna,
lamentando su ausencia y su fortuna.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"El dulce anhelo del amor que aguarda, 
tal vez inquieto y con mortal recelo;
la fortuna bella que cruzó gallarda,
allá en la noche, entre el medroso velo.
La ansiada cita que en llegar se tarda
al impaciente y amoroso anhelo, 
la mujer y la voz de su dulzura,
que inspira al alma celestial ternura;","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"a un tiempo mismo en rápida tormenta,
mi alma alborotaban de contino,
cual las olas que azota con violenta 
cólera, impetuoso torbellino.
Soñaba al héroe ya, la plebe atenta
en mi voz escuchaba su destino;
ya al caballero, al trovador soñaba,
y de gloria y de amores suspiraba.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"Hay una voz secreta, un dulce canto,
que el alma sólo recogida entiende;
un sentimiento misterioso y santo,
que del barro al espíritu desprende:
agreste, vago y solitario encanto 
que en inefable amor el alma enciende,
volando tras la imagen peregrina
el corazón de su ilusión divina.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"Yo desterrado en extranjera playa,
con los ojos extáticos seguía 
la nave audaz que argentada raya
volaba al puerto de la patria mía.
Yo cuando en Occidente el sol desmaya,
solo y perdido en la arboleda umbría,
oír pensaba el armonioso acento 
de una mujer al suspirar del viento.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"¡Una mujer!, en el templado rayo
de la mágica luna se colora,
del sol poniente al lánguido desmayo,
lejos entre las nubes se evapora. 
Sobre las cumbres que florece el mayo,
brilla fugaz al despuntar la aurora,
cruza tal vez por entre el bosque umbrío,
juega en las aguas del sereno río.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"¡Una mujer! Deslízase en el cielo 
allá en la noche desprendida estrella.
Si aroma el aire recogió en el suelo,
es el aroma que le presta ella,
blanca es la nube que en callado vuelo
cruza la esfera, y con su planta huella, 
y en la tarde la mar olas la ofrece
de playa y de zafir donde se mece.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"Mujer que amor en su ilusión figura,
mujer que nada dice a los sentidos,
ensueño de suavísima ternura, 
eco que regaló nuestros oídos;
de amor la llama generosa y pura,
los goces dulces del placer cumplidos,
que engalana la rica fantasía,
goces que avaro el corazón ansía;","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"¡ay!, aquella mujer, tan sólo aquélla,
tanto delirio a realizar alcanza,
y esa mujer tan cándida y tan bella,
es mentida ilusión de la esperanza.
Es el alma que vívida destella 
tu luz al mundo cuando en él se lanza.
Y el mundo con su magia y galanura
es espejo no más de su hermosura.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"Es el amor que al mismo amor adora,
el que creó las sílfides y ondinas, 
la sacra ninfa que bordando mora
debajo de las aguas cristalinas.
Es el amor que recordando llora
las arboledas del Edén divinas,
amor de allí arrancado, allí nacido, 
que busca en vano aquí su bien perdido.","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"¡Oh llama santa!, ¡celestial anhelo!,
¡sentimiento purísimo!, ¡memoria
acaso triste de un perdido cielo,
quizá esperanza de futura gloria! 
¡Huyes y dejas llanto y desconsuelo!
¡Oh mujer!, ¡que en imagen ilusoria
tan pura, tan feliz, tan placentera,
brindó el amor a mi ilusión primera...!","octava_real","E diablo mundo (Canto II)","José de Espronceda",1942,"no","Rima consonante","11A 11B 11A 11B 11A 11B 11C 11C",
"La mayor cuita que haber
pueda ningún amador
es membrarse del placer
en el tiempo del dolor;
e ya sea que ela rdor
del fuego nos atormenta,
mayor dolor nos aumenta
está tristeza y langor.","octavilla","?","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Por veros muero de día, 
de noche por no teneros, 
muérome así, por quereros 
de esta manera sufriente, 
pero vos sois como el mármol 
que no ríe ni se queja, 
ni boca tiene ni oreja, 
ni ojos que miren de frente.","octavilla","?","Marqués de Santillana",1458,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Reparad en mi dolor, 
no me seáis inadvertida, 
concededle a la mi vida 
siquiera algún miramiento; 
no dejéis que muera así 
entre penas abatido, 
miradme, por Dios, os pido, 
¡miradme sólo un momento! ","octavilla","?","Marqués de Santillana",1458,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Sin la cáscara del miedo
una fruta se desnuda;
son mis manos esa ayuda
en su piel de selva suave.
Mis caricias son la clave
del secreto que estremece;
tiemblas antes que yo empiece
travesía con denuedo.","octavilla","?","José Luis Calderón Tejeda","?","si","Rima consonante","8- 8a 8a 8b 8b 8c 8c 8-",
"Con mis labios voy tocando
la dulzura que me entregas;
con mi lengua loca juegas
a tu jugo que se esconde.
Tengo boca que responde
al llamado del deseo
y en tu beso saboreo
algo suave y medio blando.","octavilla","?","José Luis Calderón Tejeda","?","si","Rima consonante","8- 8a 8a 8b 8b 8c 8c 8-",
"En tu cuerpo ya maduro
voy mordiendo cada espacio;
te devoro muy despacio
con mis besos hasta el fondo.
Néctar íntimo y redondo
de la fruta enamorada
que consume en su morada
un amante de lo puro.","octavilla","?","José Luis Calderón Tejeda","?","si","Rima consonante","8- 8a 8a 8b 8b 8c 8c 8-",
"Solo queda la semilla
y también es algo bueno;
mi placer no tiene freno
de comerte por completa.
Es el hambre del poeta
que se sacia con la fruta
de mujer que se disfruta
desde el beso en la mejilla.","octavilla","?","José Luis Calderón Tejeda","?","si","Rima consonante","8- 8a 8a 8b 8b 8c 8c 8-",
"La luna en el mar riela,
En la lona gime el viento,
Y alza en blando movimiento
Olas de plata y azul;
Y ve el capitan pirata,
Cantando alegre en la popa,
Asia a un lado, al otro Europa?,
Y allá a su frente Estambul.","octavilla","Canción del pirata","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Reclinado sobre el suelo
Con lenta amarga agonía,
Pensando en el triste día
Que pronto amanecerá;
En silencio gime el reo
Y el fatal momento espera
En que el sol por vez postrera
En su frente lucirá.","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Un altar y un crucifijo
Y la enlutada capilla,
Lánguida vela amarilla
Tiñe en su luz funeral;
Y junto al misero reo,
Medio encubierto el semblante,
Se oye al fraile agonizante
En son confuso rezar.","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"El rostro levanta el triste
Y alza los ojos al cielo;
Tal vez eleva en su duelo
La súplica de piedad.
¡ Una lágrima! ¿ es acaso
De temor ó de amargura ?
I Ay ! á aumentar su tristura
Vino un recuerdo quizá!!!","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Es un joven, y la vida
Llena de sueños de oro,
Pasó ya, cuando aun el lloro
De la niñez no enjugó:
El recuerdo es de la infancia.
¡Y su madre que le llora,
Para morir así ahora
Con tanto amor le crió!","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Y á par que sin esperanza
Ve ya la muerte en acecho,
Su corazon en su pecho
Siente con fuerza latir;
Al tiempo que mira al fraile
Que en paz ya duerme á su lado,
Y que, ya viejo postrado,
Le habrá de sobrevivir.","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"¿Mas qué rumor á deshora
Rompe el silencio? resuena
Una alegre cantilena
Y una guitarra á la par,
Y gritos y de botellas
Que se chocan el sonido,
Y el amoroso estallido
De los besos y el danzar.","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Y la voz de los borrachos,
Y sus brindis, sus quimeras,
Y el cantar de las rameras,
Y el desorden bacanal
En la lúgubre capilla
Penetran, y carcajadas,
Cual de lejos arrojadas
De la mansión infernal.","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"¡Maldición! al eco infausto.
El sentenciado maldijo
La madre que como a hijo
A sus pechos le crió;
Y maldijo el mundo todo,
Maldijo su suerte impía,
Maldijo el aciago día
Y la hora en que nació.","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Serena la luna
Alumbra en el cielo,
Domina en el suelo
Profunda quietud;
Ni voces se escuchan,
Ni ronco ladrido,
Ni tierno quejido
De amante laúd.","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Madrid yace envuelto en sueño,
Todo al silencio convida,
Y el hombre duerme y no cuida
Del hombre que va á espirar;
Si tal vez piensa en mañana,
Ni una vez piensa siquiera
En el mísero que espera
Para morir, despertar:","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"¡Y el juez también en su lecho
Duerme en paz! ¡y su dinero
El verdugo, placentero,
Entre sueños cuenta ya!
Tan solo rompe el silencio
En la sangrienta plazuela
El hombre del mal que vela
Un cadalso a levantar.","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Y en un mundo de tinieblas
Vaga y siente miedo y frío,
Y en su horrible desvarío
Palpa en su cuello el dogal:
Y cuanto mas forcejea,
Cuanto mas lucha y porfia,
Tanto mas en su agonía
Aprieta el nudo fatal.","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"O ya libre se contempla,
Y el aire puro respira,
Y oye de amor que suspira
La mujer que á un tiempo amó,
Bella y dulce cual solia,
Tierna flor de primavera,
El amor de la pradera
Que el abril galan mimó.","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Y gozoso á verla vuela,
Y alcanzarla intenta en vano,
Que al tender la ansiosa mano
Su esperanza á realizar,
Su ilusión la desvanece
De repente el sueño impío,
Y halla un cuerpo mudo y frío
Y un cadalso en su lugar :","octavilla","El reo de muerte","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Trae, Jarifa, trae tu mano,
Ven y pósala en mi frente,
Que en un mar de lava hirviente
Mi cabeza siento arder.
Ven y junta con mis labios
Esos labios que me irritan,
Donde aun los besos palpitan
De tus amantes de ayer.","octavilla","A Jarifa en una orgía","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"¿Qué la virtud, la pureza?
¿Qué la verdad y el cariño?
Mentida ilusión de niño
Que halagó mi juventud.
Dadme vino: en él se ahoguen
Mis recuerdos; aturdida
Sin sentir huya la vida;
Paz me traiga el ataúd.","octavilla","A Jarifa en una orgía","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"El sudor mi rostro quema,
Y en ardiente sangre rojos
Brillan inciertos mis ojos,
Se me salta el corazón.
Huye, mujer; te detesto,
Siento tu mano en la mía,
Y tu mano siento fría,
Y tus besos hielos son.","octavilla","A Jarifa en una orgía","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"¡Siempre igual! Necias mujeres,
Inventad otras caricias,
Otro mundo, otras delicias,
O maldito sea el placer.
Vuestros besos son mentira.
Mentira vuestra ternura.
Es fealdad vuestra hermosura,
Vuestro gozo es padecer.","octavilla","A Jarifa en una orgía","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"¡Oh! cesa; no, yo no quiero
Ver mas, ni saber ya nada:
Harta mi alma y postrada,
Solo anhela descansar.
En mí muera el sentimiento,
Pues ya murió mi ventura,
Ni el placer ni la tristura
Vuelvan mi pecho á turbar.","octavilla","A Jarifa en una orgía","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Ven, Jarifa; tú has sufrido
Como yo; tú nunca lloras;
Mas ¡ay triste! que no ignoras
Cuan amarga es mi aflicción.
Una misma es nuestra pena,
En vano el llanto contienes
Tú también, como yo, tienes
Desgarrado el corazón.","octavilla","A Jarifa en una orgía","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Segundo don Juan Tenorio,
Alma fiera e insolente,
Irreligioso y valiente,
Altanero y reñidor:
Siempre el insulto en los ojos,
En los labios la ironía,
Nada teme y todo fía
De su espada y su valor.","octavilla","El estudiante de Salamanca","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Corazon gastado, mofa
De la mujer que corteja,
Y, hoy despreciándola, deja
La que ayer se le rindió.
Ni el porvenir temió nunca.
Ni recuerda en lo pasado
La mujer que ha abandonado,
Ni el dinero que perdió.","octavilla","El estudiante de Salamanca","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Ni vió el fantasma entre sueños
Del que mató en desafío,
Ni turbó jamás su brío
Recelosa previsión.
Siempre en lances y en amores,
Siempre en báquicas orgías,
Mezcla en palabras impías
Un chiste a una maldición.","octavilla","El estudiante de Salamanca","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"En Salamanca famoso
Por su vida y buen talante,
Al atrevido estudiante
Le señalan entre mil;
Fueros le da su osadía,
Le disculpa su riqueza,
Su generosa nobleza,
Su hermosura varonil.","octavilla","El estudiante de Salamanca","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Que su arrogancia y sus vicios,
Caballeresca apostura,
Agilidad y bravura
Ninguno alcanza á igualar :
Que hasta en sus crímenes mismos,
En su impiedad y altiveza,
Pone un sello de grandeza
Don Félix de Montemar.","octavilla","El estudiante de Salamanca","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Salid de aquí; que a fe mía,
Que estoy resuelto a mataros,
Y no alcanzara a libraros
La misma virgen María.
Y es tan cierta mi intención,
Tan resuelta está mi alma,
Que hasta mi cólera calma
Mi firme resolución.","octavilla","El estudiante de Salamanca","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"A tan continuo vértigo,
A tan funesto encanto,
A tan horrible canto,
A tan tremenda lid;
Entre los brazos lúbricos
Que aprémianle sujeto,
Del hórrido esqueleto,
Entre caricias mil","octavilla","El estudiante de Salamanca","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Jamás vencido el ánimo,
Su cuerpo ya rendido,
Sintió desfallecido
Faltarle, Montemar;
Y á par que mas su espíritu
Desmiente su miseria
La flaca, vil materia
Comienza á desmayar.","octavilla","El estudiante de Salamanca","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Soy melancólico sauce
Que su ramaje doliente
Inclina sobre la frente
Que arrugara el padecer;
Y aduerme al hombre, y sus sienes
Con fresco jugo rocía,
Miaptras el ala sombría
Bate el olvido sobre él.","octavilla","El diablo mundo","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Débil mortal, no te asuste
Mi oscuridad ni mi nombre;
En mi seno encuentra el hombre
Un término á su pesar.
Yo compasiva le ofrezco
Lejos del mundo un asilo,
Donde á mi sombra tranquilo
Para siempre duerma en paz.","octavilla","El diablo mundo","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Isla yo soy de reposo
En medio el mar de la vida,
Y el marinero allí olvida
La tormenta que pasó 
Allí convidan ul sueño
Aguas puras sin murmullo,
Allí se duerme al arrullo
De una brisa sin rumor.","octavilla","El diablo mundo","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"áoy la virgen misteriosa
De los últimos amores,
Y ofrezco un lecho de flores
Sin espinas ni dolor,
Y amante doy mi cariño
Sin vanidad ni falsía;
No doy placer ni alegría;
Mas es eterno mi amor","octavilla","El diablo mundo","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"En mí la ciencia enmudece,
En mí concluye la duda,
Y árida, clara y desnuda
Enseño yo la verdad;
Y de la vida y la muerte
Al sabio muestro el arcano,
Cuando al fin abre mi mano
La puerta á la eternidad.","octavilla","El diablo mundo","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Ven, y tu ardiente cabeza
Entre mis brazos reposa;
Tu sueño, madre amorosa,
Eterno regalaré:
Ven, y yace para siempre
En blanda cama mullida,
Donde el silencio convida
Al reposo y al no ser.","octavilla","El diablo mundo","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Deja que inquieten al hombre,
Que loco al mundo se lanza,
Mentiras de la esperanza,
Recuerdos del bien que huyó :
Mentira son sus amores,
Mentira son sus victorias,
Y son mentira sus glorias,
Y mentira su ilusión.","octavilla","El diablo mundo","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Cierre mi mano piadosa
Tus ojos al blando sueño,
Y empape suave beleño
Tus lágrimas de dolor:
Yo calmaré tu quebranto
Y tus dolientes gemidos,
Apagando los latidos
De tu herido corazon.","octavilla","El diablo mundo","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Cuando florezca la rosa
que fragancioso consume
en el olor del perfume,
nacerán mil corazones;
cuando la rosa florezca
en tus labios de rosal
despertará un madrigal
por todas mis ilusiones.","octavilla","El diablo mundo","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Florecerá rosa aquella
que quiso ser margarita,
crecerá en agua bendita
y despertará al amor
que tú dejaste olvidado;
entre menta y manzanilla
ya vertidas en la orilla
del manantial del dulzor.","octavilla","El diablo mundo","José de Espronceda",1842,"no","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Cuando florezca la rosa
tu aire temblará de frío,
te dirá: ¡te amo, amor mío!;
un corazón ya latiendo
y que abrirá cada sábana,
el polen se irá volando,
las espigas suspirando
y todo recuerdo ardiendo.","octavilla","Cuando florezca la rosa","Abrhám Emilio","?","si","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Cuando sea primavera
florecerá cada rosa
con luz fina y poderosa
tan capaz de cortar todo
desde el silencio y estío;
veré la magia y rosal
justo en harinas de cal
y así creciendo en el lodo.","octavilla","Cuando florezca la rosa","Abrhám Emilio","?","si","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Cuando la rosa mujer
florezca hermosa y tan roja
el alma estará en su hoja;
habrán tantos corazones...
lejos de marchita muerte
con su mendigo ropaje
muy triste se irá de viaje;
por tan solo poder verte.","octavilla","Cuando florezca la rosa","Abrhám Emilio","?","si","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Y la nota sostenida,
cuando florezcan las rosas,
serán la beldad de prosas,
y en la nota musical
la rosa florecerá;
y ya, tú, abrirás los ojos
y me encontrarás de hinojos
¡entre tu amor y el rosal!.","octavilla","Cuando florezca la rosa","Abrhám Emilio","?","si","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Gruesas gotas de mi llanto        
ruedan culpa del pecado;          
es que nunca había yo amado   
gema del llano tan bella,           
origina tentación                       
rumor de amores ocultos,          
ilusión sentir tus bultos,            
Amor bajo luz de estrella.","octavilla","?","Nelson E. Rivas Z.","?","si","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"Canto la vida la canto
tus ojos son tan hermosos
placeres quiero fogosos
y oigo nuestro encuentro
dentro de mí con encanto
boca destino pureza
dibuja con gran delicadeza
sabes que eres mi centro","octavilla","Canto a la vida la canto","?","?","?","Rima consonante","8- 8a 8a 8b 8- 8c 8c 8b",
"La fortuna que no cesa,
siguiendo el curso fadado,
por una montaña espesa
separada de poblado
me llevó, como robado,
fuera de mi poderío;
así que el franco albedrío
del todo me fue privado ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"O vos, Musas, qu'en Parnaso
fazeys la abitación,
alli do fizo Pegaso
la fuente de perfición;
en la fin e conclusión
en el medio, comentando,
vuestro [subsidio] demando
para mi propusición. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Por quanto a dezir qual era
el salvaje peligroso
e recontar su manera
es auto maravilloso;
que yo nin pinto nin gloso
silogismos de [poetas],
mas, siguiendo liñas rretas
fablaré non ynfintoso","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Del su modo inconsonable
no escribe tal Lucano
de la selva inhabitable
que taló el bravo romano.
Si por metros no esplano
mi proceso, y menguare,
el que defecto fallare
tome la pluma en la mano","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Sus frondes comunicaban
con el cielo de Diana;
e tan lejos se mostraban,
que naturaleza humana
non se falla nin esplana
por autores en letura 
selva de tan gran altura,
o no Olimpio el de Toscana","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"De muy fieros animales
se mostravan e leones,
e serpientes desiguales,
grandes tigres e dragones;
de sus diformes fagiones
non relato por estenso,
por quanto fablar ynmenso
va contra las conclusiones.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Vengamos a la corona,
 que ya no resplandescía
de aquel fijo de Latona,
mas del todo se ascondía; 
e yo, como non sabía
de mí signo nin ventura,
contra razón y mesura
me llevó do no quería. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Como nave conbatida
de los adversarios vientos
que dubda de su partida
por los muchos movimientos,
iva con mis pensamientos
que yo mismo non sabía
qual camino siguiría
de menos contrastamientos. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Y como el falcón, que mira
la tierra más despoblada,
y la hambre allí lo tira,
por hacer cierta bolada,
así prise mi jornada
contra lo más accesible,
habiendo por imposible
mi pena ser reparada.","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
"Pero no andude tanto
quanto andar me cumplía
por la noche con espanto
que mi camino ynpidía ; 
el propósito que avía
por estos fue contrastado,
así que finqué cansado
del sueño que me vengía. ","octavilla","Infierno de los enamorados","Marqués de Santillana",1458,"no","Rima consonante","8a 8b 8a 8b 8b 8c 8c 8b",
